Locus_name	Locus_TAIR_accession	InteractorLocus_name	InteractorLocus_TAIR_accession	Evidence_code	Evidence_description	TAIR_reference_id	PubMed_id	Date_updated	Annotated_by
AT2G22475	Locus:505006267	AT2G31270	Locus:2042541	IPI	yeast two-hybrid assay	Publication:501723034	PMID:17450124	10/3/07	TAIR
AT2G22640	Locus:2066055	AT1G60430	Locus:2195633	IPI	yeast two-hybrid assay	Publication:501721068	PMID:17267444	4/30/07	TAIR
AT2G23380	Locus:2005501	AT4G16845	Locus:3685330	IPI	Co-immunoprecipitation	Publication:501719902	PMID:16983073	8/22/08	TAIR
AT2G23430	Locus:2046778	AT2G22010	Locus:2052581	IDA	in vitro reconstitution assay with recombinant protein	Publication:501729160	PMID:19000158	5/22/09	BIOGRID
AT2G24490	Locus:2061072	AT2G36490	Locus:2044923	IPI	yeast two-hybrid assay	Publication:501718121	PMID:16271867	2/28/08	TAIR
AT2G24765	Locus:2827399	AT5G66030	Locus:2156922	IPI	yeast two-hybrid assay	Publication:501717878	PMID:16236155	6/9/06	TAIR
AT2G24790	Locus:2047246	AT2G32950	Locus:2059359	IPI	yeast two-hybrid assay	Publication:501718257	PMID:16339850	5/10/06	TAIR
AT2G24840	Locus:2047304	AT5G48670	Locus:2152511	IPI	yeast two-hybrid assay	Publication:501727471	PMID:18713950	5/22/09	BIOGRID
AT2G25930	Locus:2043520	AT1G22770	Locus:2199685	IPI	split-reporter assay		PMID:19061637	5/22/09	BIOGRID
AT2G27040	Locus:2059258	AT2G40030	Locus:2061151	IPI	Co-immunoprecipitation	Publication:501719216	PMID:16839879	7/30/07	TAIR
AT2G27100	Locus:2059294	AT1G01040	Locus:2200960	IPI	split-reporter assay	Publication:501721376	PMID:17442570	5/22/09	BIOGRID
AT2G27230	Locus:2039580	AT1G29950	Locus:2198253	IPI	yeast two-hybrid assay	Publication:501722646	PMID:17626058	8/13/07	TAIR
AT2G27600	Locus:2038678	AT4G26750	Locus:2116437	IDA	in vitro reconstitution assay with recombinant protein	Publication:501721290	PMID:17468262	5/22/09	BIOGRID
AT2G27960	Locus:2057836	AT1G76540	Locus:2011761	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT2G27990	Locus:2057856	AT1G62360	Locus:2027089	IPI	yeast two-hybrid assay	Publication:501719481	PMID:16741748	7/21/08	TAIR
AT2G29960	Locus:2045663	AT1G13980	Locus:2035853	IPI	yeast two-hybrid assay	Publication:668	PMID:10715321	7/16/03	TAIR
AT2G30360	Locus:2065781	AT4G30190	Locus:2128941	IDA	in vitro assay	Publication:501721633	PMID:17483306	5/22/09	BIOGRID
AT2G31070	Locus:2055861	AT3G21510	Locus:2089900	IPI	yeast two-hybrid assay	Publication:501680317	PMID:11158442	2/29/08	TAIR
AT2G32710	Locus:2046427	AT2G22010	Locus:2052581	IDA	in vitro reconstitution assay with recombinant protein	Publication:501729160	PMID:19000158	5/22/09	BIOGRID
AT2G33460	Locus:2051033	AT3G51300	Locus:2080878	IDA	in vitro binding assay	Publication:1546183	PMID:11752391	10/10/05	TAIR
AT2G33540	Locus:2051164	AT4G12610	Locus:2135560	IPI	fusion protein pull-down assay	Publication:501719749	PMID:16905668	3/8/07	TAIR
AT2G33610	Locus:2051028	AT1G21700	Locus:2036942	IPI	yeast two-hybrid assay	Publication:501682006	PMID:12140326	8/29/03	TAIR
AT2G34150	Locus:2055511	AT1G60430	Locus:2195633	IPI	yeast two-hybrid assay	Publication:501721068	PMID:17267444	4/30/07	TAIR
AT2G34690	Locus:2061529	AT1G55190	Locus:2035701	IPI	yeast two-hybrid assay	Publication:501728985	PMID:18845362	5/22/09	BIOGRID
AT2G35670	Locus:2005510	AT1G02580	Locus:2196110	IPI	yeast two-hybrid assay	Publication:501719688	PMID:16924116	11/14/06	TAIR
AT2G36270	Locus:2049425	AT5G13530	Locus:2185061	IPI	fusion protein pull-down assay	Publication:501720504	PMID:17194765	1/17/07	TAIR
AT2G36307	Locus:4010713685	AT5G60690	Locus:2175856	IPI	Co-immunoprecipitation	Publication:501723667	PMID:18055602	2/12/08	TAIR
AT2G37340	Locus:2049766	AT1G02840	Locus:2024770	IDA	in vitro reconstitution assay with recombinant protein		PMID:18674533	5/22/09	BIOGRID
AT2G37560	Locus:2040706	AT1G26840	Locus:2202800	IPI	yeast two-hybrid assay	Publication:501717676	PMID:16179646	5/2/06	TAIR
AT2G38170	Locus:2042852	AT2G28910	Locus:2053210	IDA	in vitro binding assay	Publication:501711931	PMID:14960315	6/14/06	TAIR
AT2G38230	Locus:2042932	AT5G01410	Locus:2179142	IPI	yeast two-hybrid assay	Publication:501719430	PMID:16766694	2/20/07	TAIR
AT2G38440	Locus:2057155	AT1G60430	Locus:2195633	IPI	yeast two-hybrid assay	Publication:501721068	PMID:17267444	4/30/07	TAIR
AT2G38880	Locus:2064996	AT3G48590	Locus:2114555	NAS	Statements in papers that a curator can't trace to another publication	Publication:501720277	PMID:17138697	4/5/07	TAIR
AT2G39550	Locus:2039752	AT3G59380	Locus:2081177	TAS	inferred by the author from a functional assay	Publication:501680612	PMID:11500541	6/7/06	TAIR
AT2G39730	Locus:2063922	AT1G55490	Locus:2193839	IPI	Co-purification	Publication:501724311	PMID:18353762	5/22/09	BIOGRID
AT2G39810	Locus:2063917	AT3G26744	Locus:2090847	IPI	yeast two-hybrid assay	Publication:501719079	PMID:16702557	6/16/06	TAIR
AT2G40670	Locus:2064791	AT3G57670	Locus:2076641	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G40940	Locus:2058500	AT1G66340	Locus:2201552	IDA	affinity capture	Publication:501725082	PMID:18577522	5/22/09	BIOGRID
AT2G41310	Locus:2040282	AT3G21510	Locus:2089900	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT2G41370	Locus:2040292	AT1G68640	Locus:2026890	IPI	yeast two-hybrid assay	Publication:501715058	PMID:15805484	5/11/06	TAIR
AT2G42620	Locus:2041499	AT1G75950	Locus:2204435	IPI	Co-immunoprecipitation	Publication:501721128	PMID:17346265	8/22/08	TAIR
AT2G42810	Locus:2052345	AT1G09570	Locus:2012300	IPI	yeast two-hybrid assay	Publication:501715318	PMID:15707897	5/3/06	TAIR
AT2G43010	Locus:2053733	AT1G09570	Locus:2012300	IDA	in vitro reconstitution assay with recombinant protein	Publication:501681444	PMID:12006496	5/22/09	BIOGRID
AT2G43160	Locus:2040981	AT1G26670	Locus:2200595	IDA	in vitro reconstitution assay with recombinant protein	Publication:501721044	PMID:17277094	5/22/09	BIOGRID
AT2G43350	Locus:2058233	AT4G26080	Locus:2005488	IPI	yeast two-hybrid assay	Publication:501719871	PMID:16998070	10/31/06	TAIR
AT2G44950	Locus:2054997	AT1G55255	Locus:505006186	IPI	split-reporter assay	Publication:501728967	PMID:18849490	5/22/09	BIOGRID
AT2G45280	Locus:2050852	AT5G57450	Locus:2174577	IPI	yeast two-hybrid assay	Publication:501682011	PMID:12139010	5/11/06	TAIR
AT2G45450	Locus:2050926	AT5G60690	Locus:2175856	IPI	Co-immunoprecipitation	Publication:501723667	PMID:18055602	2/12/08	TAIR
AT2G45890	Locus:2050699	AT3G51300	Locus:2080878	IPI	yeast two-hybrid assay	Publication:501718382	PMID:16415208	3/28/06	TAIR
AT2G45950	Locus:2050709	AT2G18915	Locus:505006254	IPI	yeast two-hybrid assay	Publication:501713042	PMID:15310821	5/22/09	BIOGRID
AT2G46020	Locus:2062999	AT1G21700	Locus:2036942	IPI	yeast two-hybrid assay	Publication:501713185	PMID:15371304	3/22/07	TAIR
AT2G46830	Locus:2044345	AT3G60250	Locus:2081937	IDA	in vitro reconstitution assay with recombinant protein	Publication:1062	PMID:10535927	5/22/09	BIOGRID
AT2G47430	Locus:2061971	AT3G29350	Locus:2093817	IPI	yeast two-hybrid assay	Publication:156	PMID:10930573	2/29/08	TAIR
AT2G47450	Locus:2062046	AT5G03940	Locus:2150620	IPI	Co-crystallization	Publication:501727400	PMID:18586266	5/22/09	BIOGRID
AT3G01090	Locus:2102132	AT1G09020	Locus:2036079	IPI	yeast two-hybrid assay	Publication:501720161	PMID:17028154	5/22/09	BIOGRID
AT3G02230	Locus:2076482	AT5G15650	Locus:2143171	IDA	affinity capture	Publication:501720039	PMID:17071651	5/22/09	BIOGRID
AT3G02680	Locus:2076934	AT5G54260	Locus:2162615	IPI	yeast two-hybrid assay	Publication:501723013	PMID:17672843	11/28/07	TAIR
AT3G03000	Locus:2075427	AT5G27150	Locus:2181246	IPI	yeast two-hybrid assay	Publication:501717831	PMID:16249341	5/18/06	TAIR
AT3G03950	Locus:2095938	AT3G17510	Locus:2090537	IPI	yeast two-hybrid assay	Publication:501717530	PMID:16113215	6/9/06	TAIR
AT3G04280	Locus:2102960	AT1G03430	Locus:2020868	IPI	split-reporter assay	Publication:501727342	PMID:18625081	5/22/09	BIOGRID
AT3G04580	Locus:2084968	AT1G66340	Locus:2201552	IDA	affinity capture	Publication:501725082	PMID:18577522	5/22/09	BIOGRID
AT3G04680	Locus:2084938	AT4G04885	Locus:504955249	IPI	yeast two-hybrid assay	Publication:501724060	PMID:18298670	5/22/09	BIOGRID
AT3G04910	Locus:2114845	AT5G60100	Locus:2164160	IDA	in vitro reconstitution assay with recombinant protein	Publication:501681499	PMID:12091722	5/22/09	BIOGRID
AT3G05120	Locus:2096314	AT1G14920	Locus:2006747	IPI	yeast two-hybrid assay	Publication:501719058	PMID:16709201	6/14/06	TAIR
AT3G05330	Locus:2096279	AT3G17360	Locus:2089000	IPI	yeast two-hybrid assay	Publication:501723278	PMID:17964159	2/7/08	TAIR
AT3G05420	Locus:2079777	AT3G16770	Locus:2089368	IDA	in vitro reconstitution assay with recombinant protein	Publication:501729009	PMID:18836139	5/22/09	BIOGRID
AT3G05870	Locus:2074499	AT2G04660	Locus:2049173	IPI	Co-immunoprecipitation	Publication:501710470	PMID:14508008	10/17/03	TAIR
AT3G07040	Locus:2077572	AT3G25070	Locus:2090250	IPI	Co-immunoprecipitation	Publication:501681891	PMID:11955429	4/25/06	TAIR
AT3G09440	Locus:2074984	AT5G28840	Locus:2150441	IDA	co-fractionation	Publication:1546182	PMID:11752432	1/26/06	TAIR
AT3G10670	Locus:2075880	AT4G04770	Locus:2138947	IPI	yeast two-hybrid assay	Publication:501714726	PMID:15611066	5/10/06	TAIR
AT3G11730	Locus:2081486	AT5G43900	Locus:2149529	IPI	yeast two-hybrid assay	Publication:501727490	PMID:18703495	5/22/09	BIOGRID
AT3G12145	Locus:2082274	AT4G18960	Locus:2117144	IPI	yeast two-hybrid assay	Publication:1546062	PMID:11689012	5/22/09	BIOGRID
AT3G12400	Locus:2092477	AT3G53120	Locus:2102008	IPI	Co-immunoprecipitation	Publication:501720409	PMID:17090720	1/26/07	TAIR
AT3G12810	Locus:2087780	AT3G33520	Locus:2102202	IPI	Co-immunoprecipitation	Publication:501721282	PMID:17470967	8/29/07	TAIR
AT3G13222	Locus:2090019	AT2G46270	Locus:2063020	IDA	in vitro binding assay	Publication:501717424	PMID:16117846	5/25/06	TAIR
AT3G13360	Locus:2088170	AT3G63130	Locus:2099207	IPI	split-reporter assay	Publication:501722414	PMID:17600715	8/2/07	TAIR
AT3G13460	Locus:2092815	AT3G17510	Locus:2090537	IPI	yeast two-hybrid assay	Publication:501717530	PMID:16113215	5/3/06	TAIR
AT3G13550	Locus:2092830	AT1G14400	Locus:2012622	IDA	in vitro reconstitution assay with recombinant protein		PMID:19061479	5/22/09	BIOGRID
AT3G13570	Locus:2086804	AT1G02840	Locus:2024770	IDA	in vitro reconstitution assay with recombinant protein		PMID:18674533	5/22/09	BIOGRID
AT3G14010	Locus:2088222	AT4G34110	Locus:2124261	IPI	yeast two-hybrid assay	Publication:501714384	PMID:15650869	3/24/05	TAIR
AT3G14230	Locus:2090975	AT3G58040	Locus:2095848	IPI	yeast two-hybrid assay	Publication:501723154	PMID:17873090	5/22/09	BIOGRID
AT3G15500	Locus:2090176	AT1G69600	Locus:2026734	IPI	yeast two-hybrid assay	Publication:501720755	PMID:17233795	5/22/09	BIOGRID
AT3G15540	Locus:2090141	AT1G19850	Locus:2035454	IPI	fluorescence resonance energy transfer (FRET)	Publication:501719597	PMID:16854942	5/22/09	BIOGRID
AT3G16130	Locus:2093467	AT3G51300	Locus:2080878	IPI	yeast two-hybrid assay	Publication:501718382	PMID:16415208	3/28/06	TAIR
AT3G16620	Locus:2089348	AT1G06950	Locus:2007437	IDA	affinity capture	Publication:501715212	PMID:15829604	5/22/09	BIOGRID
AT3G16770	Locus:2089368	AT4G27780	Locus:2137380	IDA	in vitro reconstitution assay with recombinant protein	Publication:501712405	PMID:15159625	5/22/09	BIOGRID
AT3G16857	Locus:2093668	AT1G53170	Locus:2009655	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G17609	Locus:1005716533	AT2G32950	Locus:2059359	IPI	Co-immunoprecipitation	Publication:501681408	PMID:12023303	3/3/06	TAIR
AT3G18165	Locus:505006356	AT1G09770	Locus:2024336	IPI	Co-immunoprecipitation	Publication:501722483	PMID:17575050	8/14/07	TAIR
AT3G18690	Locus:2093959	AT2G30250	Locus:2060805	IPI	yeast two-hybrid assay	Publication:501716337	PMID:15990873	5/11/06	TAIR
AT3G19150	Locus:2094118	AT2G22010	Locus:2052581	IDA	in vitro reconstitution assay with recombinant protein	Publication:501729160	PMID:19000158	5/22/09	BIOGRID
AT3G19210	Locus:2094083	AT5G20850	Locus:2147092	IPI	yeast one-hybrid assay	Publication:501720769	PMID:17227544	8/22/08	TAIR
AT3G19350	Locus:2090654	AT1G53650	Locus:2024842	IPI	yeast two-hybrid assay	Publication:501728727	PMID:18796636	5/22/09	BIOGRID
AT3G19980	Locus:2095380	AT1G09570	Locus:2012300	IDA	in vitro binding assay	Publication:501682927	PMID:12468726	11/11/03	TAIR
AT3G20050	Locus:2087605	AT2G32950	Locus:2059359	IDA	in vitro reconstitution assay with recombinant protein	Publication:1546197	PMID:11752373	5/22/09	BIOGRID
AT3G20310	Locus:2092339	AT5G01810	Locus:2181047	IPI	Co-immunoprecipitation	Publication:501716398	PMID:15994908	6/16/06	TAIR
AT3G21865	Locus:2093029	AT5G25760	Locus:2145269	IPI	yeast two-hybrid assay	Publication:501718114	PMID:16272432	5/3/06	TAIR
AT3G22170	Locus:2090394	AT1G09570	Locus:2012300	IDA	affinity capture		PMID:18722184	5/22/09	BIOGRID
AT3G22942	Locus:1005471648	AT4G34460	Locus:2139489	IPI	yeast two-hybrid assay	Publication:501680491	PMID:11513956	3/3/06	TAIR
AT3G23050	Locus:2094598	AT3G62980	Locus:2099237	IDA	in vitro reconstitution assay with recombinant protein	Publication:1546000	PMID:11713520	5/22/09	BIOGRID
AT3G23150	Locus:2086208	AT1G66340	Locus:2201552	IPI	yeast two-hybrid assay	Publication:501725082	PMID:18577522	5/22/09	BIOGRID
AT3G23250	Locus:2086233	AT3G26744	Locus:2090847	IPI	yeast two-hybrid assay	Publication:501720201	PMID:17015446	5/22/09	BIOGRID
AT3G23380	Locus:2090880	AT3G51300	Locus:2080878	IDA	in vitro binding assay	Publication:1546183	PMID:11752391	10/10/05	TAIR
AT3G24140	Locus:2093746	AT1G12860	Locus:2010311	IPI	yeast two-hybrid assay	Publication:501727307	PMID:18641265	5/22/09	BIOGRID
AT3G24440	Locus:2094859	AT5G57380	Locus:2173004	IPI	yeast two-hybrid assay	Publication:501720329	PMID:17114575	8/22/08	TAIR
AT3G24500	Locus:2091747	AT4G17770	Locus:2129425	IPI	yeast two-hybrid assay	Publication:501723930	PMID:18201973	5/22/09	BIOGRID
AT3G24620	Locus:2091742	AT3G51300	Locus:2080878	IPI	yeast two-hybrid assay	Publication:501718382	PMID:16415208	3/28/06	TAIR
AT3G25500	Locus:2094493	AT5G55000	Locus:2160230	IPI	yeast two-hybrid assay	Publication:161	PMID:10929945	5/10/06	TAIR
AT3G27080	Locus:2092045	AT3G20000	Locus:2095355	IPI	yeast two-hybrid assay	Publication:501723639	PMID:17981999	2/5/08	TAIR
AT3G27310	Locus:2086493	AT3G09840	Locus:2085064	IDA	immunoprecipitation	Publication:501714217	PMID:15498773	3/3/06	TAIR
AT3G27920	Locus:2086475	AT5G41315	Locus:504954829	IPI	yeast two-hybrid assay	Publication:5907	PMID:11063707	4/25/06	TAIR
AT3G28860	Locus:2090734	AT1G73590	Locus:2035037	IPI	yeast two-hybrid assay	Publication:501720737	PMID:17237354	3/8/07	TAIR
AT3G29160	Locus:2094672	AT1G09020	Locus:2036079	IPI	yeast two-hybrid assay	Publication:501720161	PMID:17028154	5/22/09	BIOGRID
AT3G44530	Locus:2076013	AT1G65620	Locus:2034163	IPI	Co-immunoprecipitation	Publication:501717864	PMID:16243907	5/3/06	TAIR
AT3G44880	Locus:2082122	AT4G37000	Locus:2115105	IPI	yeast two-hybrid assay	Publication:501720738	PMID:17237353	2/7/07	TAIR
AT3G45640	Locus:2085632	AT5G54430	Locus:2147319	IDA	in vitro assay	Publication:501724113	PMID:18285339	5/22/09	BIOGRID
AT3G47500	Locus:2079152	AT1G68050	Locus:2200176	IPI	yeast two-hybrid assay	Publication:501717264	PMID:16002617	5/3/06	TAIR
AT3G47700	Locus:2100327	AT1G51740	Locus:2017632	IPI	yeast two-hybrid assay	Publication:501720503	PMID:17194767	3/9/07	TAIR
AT3G48100	Locus:2097870	AT1G13030	Locus:2031810	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G50630	Locus:2101679	AT2G22010	Locus:2052581	IDA	in vitro reconstitution assay with recombinant protein	Publication:501729160	PMID:19000158	5/22/09	BIOGRID
AT3G51160	Locus:2080933	AT1G73250	Locus:2197264	IDA	immunoprecipitation	Publication:501707665	PMID:12881408	11/4/05	TAIR
AT3G51770	Locus:2074343	AT1G26830	Locus:2200670	IPI	Co-immunoprecipitation	Publication:501712536	PMID:15118728	3/16/06	TAIR
AT3G52090	Locus:2083840	AT2G15400	Locus:2047198	IPI	Co-immunoprecipitation	Publication:4007	PMID:8617787	3/28/04	TAIR
AT3G52430	Locus:2079939	AT3G48090	Locus:2097855	IPI	yeast two-hybrid assay	Publication:1545980	PMID:11574472	4/25/06	TAIR
AT3G52770	Locus:2083283	AT5G60690	Locus:2175856	IPI	Co-immunoprecipitation	Publication:501723667	PMID:18055602	2/12/08	TAIR
AT3G53030	Locus:2085151	AT3G61860	Locus:2079502	IDA	in vitro assay	Publication:501719314	PMID:16807317	5/22/09	BIOGRID
AT3G53420	Locus:2084031	AT2G42010	Locus:2064607	IDA	in vitro binding assay	Publication:2998	PMID:9353280	6/16/06	TAIR
AT3G54170	Locus:2080275	AT5G64350	Locus:2173438	IDA	affinity capture	Publication:2053	PMID:9807817	5/10/06	TAIR
AT3G54180	Locus:2080290	AT1G64520	Locus:2019504	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT3G54480	Locus:2096956	AT1G75950	Locus:2204435	IPI	yeast two-hybrid assay	Publication:1346131	PMID:11387208	9/23/03	TAIR
AT3G55270	Locus:2100601	AT2G43790	Locus:2043904	IPI	Co-immunoprecipitation	Publication:501682956	PMID:12456655	10/29/03	TAIR
AT3G55460	Locus:2099931	AT1G02840	Locus:2024770	IDA	in vitro reconstitution assay with recombinant protein		PMID:18674533	5/22/09	BIOGRID
AT3G55660	Locus:2078976	AT3G51300	Locus:2080878	IPI	yeast two-hybrid assay	Publication:501718382	PMID:16415208	3/28/06	TAIR
AT3G56100	Locus:2078501	AT4G24540	Locus:2121924	NAS	meeting abstract	Publication:501679828		2/21/08	TAIR
AT3G57040	Locus:2080590	AT1G16970	Locus:2035495	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT3G57130	Locus:2080595	AT1G68640	Locus:2026890	IPI	yeast two-hybrid assay	Publication:501715058	PMID:15805484	5/3/06	TAIR
AT3G57290	Locus:2082593	AT1G02090	Locus:2205593	IPI	Co-immunoprecipitation	Publication:501675027	PMID:11029466	3/22/04	TAIR
AT3G59060	Locus:2077680	AT1G09530	Locus:2012345	IPI	yeast two-hybrid assay	Publication:501713243	PMID:15356333	5/22/09	BIOGRID
AT3G59400	Locus:2081207	AT5G13630	Locus:2173234	IDA	immunoprecipitation	Publication:501683424	PMID:12574634	6/9/06	TAIR
AT3G60020	Locus:2080542	AT2G18915	Locus:505006254	IPI	yeast two-hybrid assay	Publication:501713042	PMID:15310821	5/22/09	BIOGRID
AT3G60890	Locus:2101821	AT5G60690	Locus:2175856	IPI	Co-immunoprecipitation	Publication:501723667	PMID:18055602	2/12/08	TAIR
AT3G61190	Locus:2098931	AT5G61900	Locus:2156186	IPI	yeast two-hybrid assay	Publication:501680504	PMID:11544183	5/10/06	TAIR
AT3G61350	Locus:2098926	AT1G75950	Locus:2204435	IPI	yeast two-hybrid assay	Publication:1346131	PMID:11387208	9/23/03	TAIR
AT3G62090	Locus:2098008	AT2G18790	Locus:2005515	IPI	Co-immunoprecipitation	Publication:501714259	PMID:15486100	5/11/06	TAIR
AT3G62800	Locus:2081620	AT5G20320	Locus:2149259	IDA	affinity capture	Publication:501720778	PMID:17221360	5/22/09	BIOGRID
AT3G62980	Locus:2099237	AT1G10940	Locus:2197379	IDA	affinity capture	Publication:501717465	PMID:16045473	5/22/09	BIOGRID
AT3G63010	Locus:2099152	AT1G14920	Locus:2006747	IPI	yeast two-hybrid assay	Publication:501720506	PMID:17194763	5/22/09	BIOGRID
AT3G63130	Locus:2099207	AT4G26450	Locus:2131433	IPI	Co-immunoprecipitation	Publication:501722414	PMID:17600715	8/2/07	TAIR
AT3G63140	Locus:2099222	AT1G09340	Locus:2203028	IDA	affinity capture	Publication:501729381	PMID:19067181	5/22/09	BIOGRID
AT3G63420	Locus:2087398	AT4G34460	Locus:2139489	IPI	yeast two-hybrid assay	Publication:1345954	PMID:11121078	3/3/06	TAIR
AT4G00020	Locus:2126841	AT1G64750	Locus:2010851	IPI	yeast two-hybrid assay	Publication:501718380	PMID:16415210	2/27/06	TAIR
AT4G00460	Locus:2126071	AT3G51300	Locus:2080878	IPI	yeast two-hybrid assay	Publication:501718382	PMID:16415208	3/28/06	TAIR
AT4G00850	Locus:2134558	AT4G09000	Locus:2122323	IPI	yeast two-hybrid assay	Publication:501712996	PMID:15326298	5/11/06	TAIR
AT4G01370	Locus:2124943	AT4G26070	Locus:2120855	IPI	split-reporter assay		PMID:18982020	5/22/09	BIOGRID
AT4G01420	Locus:2125162	AT2G30360	Locus:2065781	IPI	yeast two-hybrid assay	Publication:1045743	PMID:11230129	3/2/06	TAIR
AT4G02150	Locus:2132238	AT4G15900	Locus:2005539	IPI	yeast two-hybrid assay	Publication:2131	PMID:9765207	3/3/06	TAIR
AT4G02440	Locus:2133259	AT1G10940	Locus:2197379	IPI	yeast two-hybrid assay	Publication:501718625	PMID:11316788	5/22/09	BIOGRID
AT4G02510	Locus:2132298	AT1G06950	Locus:2007437	IDA	affinity capture	Publication:501715212	PMID:15829604	5/22/09	BIOGRID
AT4G02680	Locus:2132402	AT5G65800	Locus:2169980	IPI	yeast two-hybrid assay	Publication:501712536	PMID:15118728	3/16/06	TAIR
AT4G03190	Locus:2125527	AT1G75950	Locus:2204435	IPI	yeast two-hybrid assay	Publication:501681440	PMID:12008900	5/10/06	TAIR
AT4G04020	Locus:2136627	AT5G57050	Locus:2164610	IDA	in vitro binding assay	Publication:501718644	PMID:16571665	5/3/06	TAIR
AT4G04210	Locus:2137291	AT3G09840	Locus:2085064	NAS	meeting abstract	Publication:501716690		3/3/06	TAIR
AT4G08570	Locus:2133544	AT1G69600	Locus:2026734	IPI	yeast two-hybrid assay	Publication:501729233	PMID:18974936	5/22/09	BIOGRID
AT4G09570	Locus:2136917	AT1G02280	Locus:2204923	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT4G10710	Locus:2132756	AT3G28730	Locus:2098413	IDA	immunoprecipitation	Publication:501718826	PMID:15546350	6/22/07	TAIR
AT4G10920	Locus:2123416	AT5G09250	Locus:2184747	IPI	yeast two-hybrid assay	Publication:2309	PMID:9681033	4/12/04	TAIR
AT4G11260	Locus:2128278	AT3G09440	Locus:2074984	IPI	fusion protein pull-down assay	Publication:501723792	PMID:18065690	2/21/08	TAIR
AT4G11960	Locus:2118031	AT1G20020	Locus:2198651	IPI	split-reporter assay	Publication:501724018	PMID:18243102	2/7/08	TAIR
AT4G12800	Locus:2135808	AT2G46820	Locus:2044335	IPI	yeast two-hybrid assay		PMID:18813226	5/22/09	BIOGRID
AT4G13240	Locus:2119320	AT3G51300	Locus:2080878	IPI	yeast two-hybrid assay	Publication:501718382	PMID:16415208	3/28/06	TAIR
AT4G14147	Locus:1008810312	AT1G30825	Locus:505006160	IPI	yeast two-hybrid assay	Publication:501712248	PMID:15086808	3/5/08	TAIR
AT4G14180	Locus:2129470	AT3G13170	Locus:2090044	IPI	yeast two-hybrid assay	Publication:501722850	PMID:17762870	9/17/07	TAIR
AT4G14550	Locus:2129900	AT1G19220	Locus:2202205	IPI	yeast two-hybrid assay	Publication:501717883	PMID:16236149	5/10/06	TAIR
AT4G14560	Locus:2129910	AT3G23030	Locus:2094578	IPI	yeast two-hybrid assay	Publication:3037	PMID:9342315	5/10/06	TAIR
AT4G14700	Locus:2130090	AT1G30210	Locus:2009797	IDA	in vitro reconstitution assay with recombinant protein	Publication:501728647	PMID:18818695	5/22/09	BIOGRID
AT4G14880	Locus:2130419	AT1G55920	Locus:2012085	IDA	in vitro reconstitution assay with recombinant protein	Publication:501721429	PMID:17425333	5/22/09	BIOGRID
AT4G15410	Locus:2130110	AT3G09840	Locus:2085064	IDA	in vitro reconstitution assay with recombinant protein	Publication:501720511	PMID:17190830	5/22/09	BIOGRID
AT4G16110	Locus:2130095	AT1G69930	Locus:2196810	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT4G16280	Locus:2130364	AT5G13480	Locus:2185036	IDA	in vitro reconstitution assay with recombinant protein	Publication:501706928	PMID:12809608	5/22/09	BIOGRID
AT4G16360	Locus:2130514	AT1G09020	Locus:2036079	IDA	in vitro reconstitution assay with recombinant protein	Publication:501720161	PMID:17028154	5/22/09	BIOGRID
AT4G16420	Locus:2130609	AT3G54610	Locus:3354973	IDA	affinity capture	Publication:501679489	PMID:11266554	11/24/08	TAIR
AT4G17750	Locus:2005495	AT1G55520	Locus:2193904	IDA	affinity capture	Publication:2068	PMID:9801140	6/9/06	TAIR
AT4G18370	Locus:2124509	AT5G39830	Locus:2151916	IPI	fusion protein pull-down assay	Publication:501721354	PMID:17449806	11/15/07	TAIR
AT4G18710	Locus:2124082	AT1G75080	Locus:2037279	IPI	yeast two-hybrid assay	Publication:501723150	PMID:17873094	5/22/09	BIOGRID
AT4G19660	Locus:2133925	AT1G22070	Locus:2030551	IPI	yeast two-hybrid assay	Publication:501720485	PMID:17076807	3/21/07	TAIR
AT4G20870	Locus:2133054	AT2G32720	Locus:2046417	IPI	fluorescence resonance energy transfer (FRET)	Publication:501729425	PMID:19054355	5/22/09	BIOGRID
AT4G21380	Locus:2141181	AT1G20780	Locus:2030462	IPI	yeast two-hybrid assay	Publication:501725140	PMID:18552232	5/22/09	BIOGRID
AT4G21670	Locus:2119053	AT1G20110	Locus:2198646	IPI	yeast two-hybrid assay	Publication:501725178	PMID:18541146	5/22/09	BIOGRID
AT4G21800	Locus:2119093	AT5G22370	Locus:2176357	IPI	yeast two-hybrid assay	Publication:501721439	PMID:17419841	11/13/07	TAIR
AT4G22150	Locus:2132001	AT3G09840	Locus:2085064	NAS	meeting abstract	Publication:501716690		3/3/06	TAIR
